hhid,sectionn1,sectionn3,sectionn4,sectionn5
127,pick-axe (doma),no,,
127,sickle,yes,2,150
127,plough (include all related parts),yes,4,300
127,yoke,yes,3,300
127,hay fork,yes,3,300
127,shovel,yes,1,150
127,hoe,yes,1,25
127,winnower,yes,2,200
127,horse/donkey cart for agriculture,no,,
127,water pump,no,,
127,tractor/hand-held motorized tiller,no,,
127,chemical sprayer (mercha),yes,1,900
127,improved charcoal/wood stove,yes,1,50
127,kerosene stove,no,,
127,modern bed,yes,1,2000
127,sofa/couch,no,,
127,modern chair,yes,6,1215
127,modern table,yes,2,300
127,radio,yes,1,250
127,television,no,,
127,electric fan,no,,
127,mobile phone,yes,2,1000
127,bicycle,no,,
127,motorbike,no,,
127,car or truck,no,,
127,grain mill house,no,,
127,sewing machine,no,,
129,axe(metrebia),yes,2,50
129,pick-axe (doma),yes,1,60
129,sickle,yes,3,215
129,plough (include all related parts),yes,4,440
129,yoke,yes,3,150
129,hay fork,yes,3,210
129,shovel,yes,2,80
129,hoe,yes,3,90
129,winnower,yes,3,300
129,horse/donkey cart for agriculture,no,,
129,water pump,no,,
129,tractor/hand-held motorized tiller,no,,
129,chemical sprayer (mercha),yes,1,800
129,improved charcoal/wood stove,yes,2,80
129,kerosene stove,yes,1,150
129,modern bed,yes,3,3000
129,sofa/couch,yes,2,16000
129,modern chair,yes,8,800
129,modern table,yes,6,720
129,radio,yes,1,1500
129,television,yes,1,2500
129,electric fan,no,,
129,mobile phone,yes,5,4000
129,bicycle,no,,
129,motorbike,no,,
129,car or truck,no,,
129,grain mill house,no,,
129,sewing machine,no,,
130,axe(metrebia),yes,3,120
130,pick-axe (doma),yes,1,70
130,sickle,yes,3,79
130,plough (include all related parts),yes,1,130
130,yoke,yes,1,70
130,hay fork,yes,1,70
130,shovel,no,,
130,hoe,yes,1,100
130,winnower,no,,
130,horse/donkey cart for agriculture,no,,
130,water pump,no,,
130,tractor/hand-held motorized tiller,no,,
130,chemical sprayer (mercha),no,,
130,improved charcoal/wood stove,no,,
130,kerosene stove,no,,
130,modern bed,no,,
130,sofa/couch,no,,
130,modern chair,yes,4,200
130,modern table,no,,
130,radio,yes,1,150
130,television,no,,
130,electric fan,no,,
130,mobile phone,no,,
130,bicycle,no,,
130,motorbike,no,,
130,car or truck,no,,
130,grain mill house,no,,
130,sewing machine,no,,
131,axe(metrebia),yes,3,200
131,pick-axe (doma),yes,1,80
131,sickle,yes,3,210
131,plough (include all related parts),yes,3,1200
131,yoke,yes,3,210
131,hay fork,yes,2,200
131,shovel,yes,1,70
131,hoe,yes,10,200
131,winnower,yes,1,100
131,horse/donkey cart for agriculture,yes,1,1000
131,water pump,yes,1,10000
131,tractor/hand-held motorized tiller,no,,
131,chemical sprayer (mercha),yes,1,750
131,improved charcoal/wood stove,no,,
131,kerosene stove,no,,
131,modern bed,yes,1,1500
131,sofa/couch,no,,
131,modern chair,yes,4,1000
131,modern table,yes,1,500
131,radio,no,,
131,television,no,,
131,electric fan,no,,
131,mobile phone,yes,3,1000
131,bicycle,yes,1,1500
131,motorbike,no,,
131,car or truck,no,,
131,grain mill house,no,,
131,sewing machine,no,,
132,axe(metrebia),yes,2,40
132,pick-axe (doma),yes,1,10
132,sickle,yes,2,50
132,plough (include all related parts),yes,2,70
132,yoke,yes,2,80
132,hay fork,yes,2,60
132,shovel,yes,1,30
132,hoe,yes,1,15
132,winnower,yes,2,140
132,horse/donkey cart for agriculture,no,,
132,water pump,no,,
132,tractor/hand-held motorized tiller,no,,
132,chemical sprayer (mercha),yes,1,300
132,improved charcoal/wood stove,yes,1,30
132,kerosene stove,no,,
132,modern bed,no,,
132,sofa/couch,no,,
132,modern chair,no,,
132,modern table,no,,
132,radio,no,,
132,television,no,,
132,electric fan,no,,
132,mobile phone,no,,
132,bicycle,no,,
132,motorbike,no,,
132,car or truck,no,,
132,grain mill house,no,,
132,sewing machine,no,,
133,axe(metrebia),yes,1,30
133,pick-axe (doma),no,,
133,sickle,no,,
133,plough (include all related parts),no,,
133,yoke,no,,
133,hay fork,no,,
133,shovel,no,,
133,hoe,yes,1,10
133,winnower,no,,
133,horse/donkey cart for agriculture,no,,
133,water pump,no,,
133,tractor/hand-held motorized tiller,no,,
133,chemical sprayer (mercha),no,,
133,improved charcoal/wood stove,no,,
133,kerosene stove,no,,
133,modern bed,yes,1,1600
133,sofa/couch,no,,
133,modern chair,yes,2,40
133,modern table,yes,1,10
133,radio,yes,1,120
133,television,no,,
133,electric fan,no,,
133,mobile phone,no,,
133,bicycle,no,,
133,motorbike,no,,
133,car or truck,no,,
133,grain mill house,no,,
133,sewing machine,no,,
134,axe(metrebia),yes,2,50
134,pick-axe (doma),yes,1,100
134,sickle,yes,3,240
134,plough (include all related parts),yes,3,150
134,yoke,yes,3,50
134,hay fork,yes,3,80
134,shovel,yes,1,90
134,hoe,yes,3,50
134,winnower,yes,2,150
134,horse/donkey cart for agriculture,no,,
134,water pump,no,,
134,tractor/hand-held motorized tiller,no,,
134,chemical sprayer (mercha),yes,1,600
134,improved charcoal/wood stove,yes,1,35
134,kerosene stove,no,,
134,modern bed,no,,
134,sofa/couch,no,,
134,modern chair,no,,
134,modern table,no,,
134,radio,yes,1,300
134,television,no,,
134,electric fan,no,,
134,mobile phone,yes,1,600
134,bicycle,no,,
134,motorbike,no,,
134,car or truck,no,,
134,grain mill house,no,,
134,sewing machine,no,,
135,axe(metrebia),yes,4,160
135,pick-axe (doma),yes,2,140
135,sickle,yes,2,60
135,plough (include all related parts),yes,4,1200
135,yoke,yes,3,150
135,hay fork,yes,3,180
135,shovel,yes,2,170
135,hoe,yes,2,40
135,winnower,no,,
135,horse/donkey cart for agriculture,no,,
135,water pump,no,,
135,tractor/hand-held motorized tiller,no,,
135,chemical sprayer (mercha),yes,1,420
135,improved charcoal/wood stove,no,,
135,kerosene stove,no,,
135,modern bed,yes,1,900
135,sofa/couch,no,,
135,modern chair,yes,6,90
135,modern table,yes,1,400
135,radio,yes,1,150
135,television,no,,
135,electric fan,no,,
135,mobile phone,yes,1,150
135,bicycle,no,,
135,motorbike,no,,
135,car or truck,no,,
135,grain mill house,no,,
135,sewing machine,no,,
136,axe(metrebia),yes,1,50
136,pick-axe (doma),yes,1,50
136,sickle,yes,2,80
136,plough (include all related parts),yes,1,100
136,yoke,yes,1,80
136,hay fork,yes,1,50
136,shovel,yes,1,30
136,hoe,no,,
136,winnower,yes,1,100
136,horse/donkey cart for agriculture,no,,
136,water pump,no,,
136,tractor/hand-held motorized tiller,no,,
136,chemical sprayer (mercha),yes,1,300
136,improved charcoal/wood stove,yes,1,20
136,kerosene stove,yes,1,50
136,modern bed,no,,
136,sofa/couch,no,,
136,modern chair,no,,
136,modern table,no,,
136,radio,yes,1,200
136,television,no,,
136,electric fan,no,,
136,mobile phone,no,,
136,bicycle,no,,
136,motorbike,no,,
136,car or truck,no,,
136,grain mill house,no,,
136,sewing machine,no,,
137,axe(metrebia),yes,3,100
137,pick-axe (doma),yes,2,100
137,sickle,yes,2,190
137,plough (include all related parts),yes,2,600
137,yoke,yes,1,75
137,hay fork,yes,1,100
137,shovel,yes,1,50
137,hoe,yes,2,50
137,winnower,no,,
137,horse/donkey cart for agriculture,no,,
137,water pump,no,,
137,tractor/hand-held motorized tiller,no,,
137,chemical sprayer (mercha),no,,
137,improved charcoal/wood stove,no,,
137,kerosene stove,no,,
137,modern bed,no,,
137,sofa/couch,no,,
137,modern chair,no,,
137,modern table,no,,
137,radio,yes,1,100
137,television,no,,
137,electric fan,no,,
137,mobile phone,yes,1,200
137,bicycle,no,,
137,motorbike,no,,
137,car or truck,no,,
137,grain mill house,no,,
137,sewing machine,no,,
138,axe(metrebia),yes,2,40
138,pick-axe (doma),yes,2,80
138,sickle,yes,2,60
138,plough (include all related parts),yes,1,70
138,yoke,yes,1,60
138,hay fork,yes,1,25
138,shovel,yes,1,75
138,hoe,no,,
138,winnower,yes,1,80
138,horse/donkey cart for agriculture,no,,
138,water pump,no,,
138,tractor/hand-held motorized tiller,no,,
138,chemical sprayer (mercha),yes,1,500
138,improved charcoal/wood stove,yes,1,45
138,kerosene stove,yes,1,60
138,modern bed,no,,
138,sofa/couch,no,,
138,modern chair,no,,
138,modern table,no,,
138,radio,yes,1,200
138,television,no,,
138,electric fan,no,,
138,mobile phone,yes,1,300
138,bicycle,no,,
138,motorbike,no,,
138,car or truck,no,,
138,grain mill house,no,,
138,sewing machine,no,,
139,axe(metrebia),yes,2,80
139,pick-axe (doma),yes,1,130
139,sickle,yes,3,110
139,plough (include all related parts),yes,3,704
139,yoke,yes,3,360
139,hay fork,yes,3,360
139,shovel,yes,2,150
139,hoe,yes,2,45
139,winnower,yes,2,160
139,horse/donkey cart for agriculture,yes,1,800
139,water pump,no,,
139,tractor/hand-held motorized tiller,no,,
139,chemical sprayer (mercha),yes,2,2700
139,improved charcoal/wood stove,no,,
139,kerosene stove,no,,
139,modern bed,yes,1,3000
139,sofa/couch,no,,
139,modern chair,yes,3,890
139,modern table,yes,4,480
139,radio,yes,1,300
139,television,no,,
139,electric fan,no,,
139,mobile phone,yes,2,860
139,bicycle,no,,
139,motorbike,no,,
139,car or truck,no,,
139,grain mill house,no,,
139,sewing machine,no,,
140,axe(metrebia),yes,2,100
140,pick-axe (doma),yes,1,80
140,sickle,yes,2,140
140,plough (include all related parts),yes,2,300
140,yoke,yes,2,160
140,hay fork,yes,2,180
140,shovel,yes,1,80
140,hoe,yes,1,60
140,winnower,yes,1,150
140,horse/donkey cart for agriculture,no,,
140,water pump,no,,
140,tractor/hand-held motorized tiller,no,,
140,chemical sprayer (mercha),no,,
140,improved charcoal/wood stove,yes,1,40
140,kerosene stove,yes,1,70
140,modern bed,yes,1,1300
140,sofa/couch,no,,
140,modern chair,yes,4,800
140,modern table,no,,
140,radio,yes,1,400
140,television,no,,
140,electric fan,no,,
140,mobile phone,yes,2,1400
140,bicycle,no,,
140,motorbike,no,,
140,car or truck,no,,
140,grain mill house,no,,
140,sewing machine,no,,
141,axe(metrebia),yes,1,32
141,pick-axe (doma),yes,1,50
141,sickle,yes,1,70
141,plough (include all related parts),yes,1,300
141,yoke,yes,1,40
141,hay fork,yes,1,70
141,shovel,no,,
141,hoe,no,,
141,winnower,no,,
141,horse/donkey cart for agriculture,no,,
141,water pump,no,,
141,tractor/hand-held motorized tiller,no,,
141,chemical sprayer (mercha),no,,
141,improved charcoal/wood stove,no,,
141,kerosene stove,no,,
141,modern bed,yes,1,1700
141,sofa/couch,no,,
141,modern chair,yes,6,60
141,modern table,no,,
141,radio,yes,1,140
141,television,no,,
141,electric fan,no,,
141,mobile phone,yes,1,300
141,bicycle,no,,
141,motorbike,no,,
141,car or truck,no,,
141,grain mill house,no,,
141,sewing machine,no,,
142,axe(metrebia),yes,4,1200
142,pick-axe (doma),yes,1,20
142,sickle,yes,2,120
142,plough (include all related parts),yes,4,620
142,yoke,yes,4,280
142,hay fork,yes,1,70
142,shovel,yes,1,25
142,hoe,yes,1,25
142,winnower,yes,1,150
142,horse/donkey cart for agriculture,no,,
142,water pump,no,,
142,tractor/hand-held motorized tiller,no,,
142,chemical sprayer (mercha),yes,1,450
142,improved charcoal/wood stove,no,,
142,kerosene stove,no,,
142,modern bed,yes,1,1250
142,sofa/couch,no,,
142,modern chair,yes,6,470
142,modern table,yes,3,200
142,radio,yes,1,300
142,television,no,,
142,electric fan,no,,
142,mobile phone,yes,4,1250
142,bicycle,no,,
142,motorbike,no,,
142,car or truck,no,,
142,grain mill house,no,,
142,sewing machine,no,,
143,axe(metrebia),yes,1,40
143,pick-axe (doma),no,,
143,sickle,yes,1,70
143,plough (include all related parts),yes,1,70
143,yoke,yes,1,60
143,hay fork,no,,
143,shovel,yes,1,80
143,hoe,no,,
143,winnower,no,,
143,horse/donkey cart for agriculture,no,,
143,water pump,no,,
143,tractor/hand-held motorized tiller,no,,
143,chemical sprayer (mercha),no,,
143,improved charcoal/wood stove,yes,1,25
143,kerosene stove,no,,
143,modern bed,no,,
143,sofa/couch,no,,
143,modern chair,no,,
143,modern table,no,,
143,radio,yes,1,200
143,television,no,,
143,electric fan,no,,
143,mobile phone,no,,
143,bicycle,no,,
143,motorbike,no,,
143,car or truck,no,,
143,grain mill house,no,,
143,sewing machine,no,,
144,axe(metrebia),yes,2,40
144,pick-axe (doma),no,,
144,sickle,yes,1,50
144,plough (include all related parts),yes,2,120
144,yoke,yes,2,70
144,hay fork,yes,1,100
144,shovel,yes,1,50
144,hoe,no,,
144,winnower,yes,1,80
144,horse/donkey cart for agriculture,no,,
144,water pump,no,,
144,tractor/hand-held motorized tiller,no,,
144,chemical sprayer (mercha),no,,
144,improved charcoal/wood stove,yes,1,30
144,kerosene stove,no,,
144,modern bed,no,,
144,sofa/couch,no,,
144,modern chair,no,,
144,modern table,no,,
144,radio,no,,
144,television,no,,
144,electric fan,no,,
144,mobile phone,yes,1,450
144,bicycle,no,,
144,motorbike,no,,
144,car or truck,no,,
144,grain mill house,no,,
144,sewing machine,no,,
145,axe(metrebia),yes,2,50
145,pick-axe (doma),no,,
145,sickle,yes,2,160
145,plough (include all related parts),yes,2,170
145,yoke,yes,2,150
145,hay fork,yes,2,120
145,shovel,no,,
145,hoe,yes,1,30
145,winnower,no,,
145,horse/donkey cart for agriculture,no,,
145,water pump,no,,
145,tractor/hand-held motorized tiller,no,,
145,chemical sprayer (mercha),yes,1,900
145,improved charcoal/wood stove,yes,1,50
145,kerosene stove,no,,
145,modern bed,no,,
145,sofa/couch,yes,1,8000
145,modern chair,no,,
145,modern table,yes,2,1000
145,radio,no,,
145,television,yes,1,2550
145,electric fan,no,,
145,mobile phone,yes,3,1660
145,bicycle,no,,
145,motorbike,no,,
145,car or truck,no,,
145,grain mill house,no,,
145,sewing machine,no,,
146,axe(metrebia),yes,3,150
146,pick-axe (doma),yes,1,50
146,sickle,yes,2,140
146,plough (include all related parts),yes,3,180
146,yoke,yes,2,200
146,hay fork,yes,3,210
146,shovel,yes,1,50
146,hoe,yes,2,40
146,winnower,yes,2,120
146,horse/donkey cart for agriculture,yes,1,10000
146,water pump,yes,1,7000
146,tractor/hand-held motorized tiller,no,,
146,chemical sprayer (mercha),yes,1,450
146,improved charcoal/wood stove,yes,1,40
146,kerosene stove,yes,1,50
146,modern bed,yes,1,500
146,sofa/couch,no,,
146,modern chair,yes,5,2500
146,modern table,yes,1,1000
146,radio,yes,1,800
146,television,yes,1,4000
146,electric fan,no,,
146,mobile phone,yes,1,1000
146,bicycle,no,,
146,motorbike,no,,
146,car or truck,no,,
146,grain mill house,no,,
146,sewing machine,no,,
147,axe(metrebia),yes,1,30
147,pick-axe (doma),yes,1,30
147,sickle,yes,2,150
147,plough (include all related parts),yes,2,400
147,yoke,yes,1,120
147,hay fork,yes,2,80
147,shovel,yes,2,100
147,hoe,no,,
147,winnower,yes,1,60
147,horse/donkey cart for agriculture,no,,
147,water pump,no,,
147,tractor/hand-held motorized tiller,no,,
147,chemical sprayer (mercha),yes,1,450
147,improved charcoal/wood stove,no,,
147,kerosene stove,no,,
147,modern bed,yes,1,1500
147,sofa/couch,no,,
147,modern chair,yes,2,120
147,modern table,yes,2,60
147,radio,yes,1,300
147,television,no,,
147,electric fan,no,,
147,mobile phone,yes,1,1200
147,bicycle,no,,
147,motorbike,no,,
147,car or truck,no,,
147,grain mill house,no,,
147,sewing machine,no,,
148,axe(metrebia),yes,3,120
148,pick-axe (doma),yes,1,70
148,sickle,yes,1,60
148,plough (include all related parts),yes,2,400
148,yoke,yes,2,120
148,hay fork,yes,2,130
148,shovel,yes,1,60
148,hoe,yes,1,15
148,winnower,yes,1,100
148,horse/donkey cart for agriculture,no,,
148,water pump,no,,
148,tractor/hand-held motorized tiller,no,,
148,chemical sprayer (mercha),no,,
148,improved charcoal/wood stove,no,,
148,kerosene stove,no,,
148,modern bed,no,,
148,sofa/couch,no,,
148,modern chair,no,,
148,modern table,yes,1,100
148,radio,yes,1,150
148,television,no,,
148,electric fan,no,,
148,mobile phone,no,,
148,bicycle,no,,
148,motorbike,no,,
148,car or truck,no,,
148,grain mill house,no,,
148,sewing machine,no,,
149,axe(metrebia),yes,1,10
149,pick-axe (doma),yes,1,30
149,sickle,yes,1,80
149,plough (include all related parts),yes,2,600
149,yoke,yes,2,200
149,hay fork,yes,1,30
149,shovel,no,,
149,hoe,no,,
149,winnower,yes,1,70
149,horse/donkey cart for agriculture,no,,
149,water pump,no,,
149,tractor/hand-held motorized tiller,no,,
149,chemical sprayer (mercha),yes,1,600
149,improved charcoal/wood stove,no,,
149,kerosene stove,no,,
149,modern bed,no,,
149,sofa/couch,no,,
149,modern chair,yes,2,200
149,modern table,no,,
149,radio,no,,
149,television,no,,
149,electric fan,no,,
149,mobile phone,yes,1,1000
149,bicycle,no,,
149,motorbike,no,,
149,car or truck,no,,
149,grain mill house,no,,
149,sewing machine,no,,
150,axe(metrebia),yes,3,70
150,pick-axe (doma),yes,1,50
150,sickle,yes,2,40
150,plough (include all related parts),yes,2,400
150,yoke,yes,2,70
150,hay fork,yes,2,140
150,shovel,yes,1,20
150,hoe,yes,1,20
150,winnower,yes,2,120
150,horse/donkey cart for agriculture,yes,1,8000
150,water pump,no,,
150,tractor/hand-held motorized tiller,no,,
150,chemical sprayer (mercha),no,,
150,improved charcoal/wood stove,no,,
150,kerosene stove,no,,
150,modern bed,yes,2,900
150,sofa/couch,no,,
150,modern chair,yes,6,450
150,modern table,no,,
150,radio,yes,1,500
150,television,no,,
150,electric fan,no,,
150,mobile phone,yes,1,500
150,bicycle,no,,
150,motorbike,no,,
150,car or truck,no,,
150,grain mill house,no,,
150,sewing machine,no,,
151,axe(metrebia),yes,4,100
151,pick-axe (doma),yes,1,30
151,sickle,yes,2,100
151,plough (include all related parts),yes,4,800
151,yoke,yes,4,12
151,hay fork,yes,2,80
151,shovel,yes,1,15
151,hoe,,,
151,winnower,yes,1,50
151,horse/donkey cart for agriculture,no,,
151,water pump,no,,
151,tractor/hand-held motorized tiller,,,
151,chemical sprayer (mercha),yes,1,350
151,improved charcoal/wood stove,no,,
151,kerosene stove,,,
151,modern bed,yes,1,2000
151,sofa/couch,,,
151,modern chair,yes,1,500
151,modern table,yes,1,500
151,radio,yes,1,500
151,television,yes,1,3000
151,electric fan,no,,
151,mobile phone,yes,1,800
151,bicycle,no,,800
151,motorbike,no,,
151,car or truck,no,,
151,grain mill house,no,,
151,sewing machine,no,,
152,axe(metrebia),yes,2,40
152,pick-axe (doma),yes,1,40
152,sickle,yes,2,100
152,plough (include all related parts),yes,2,400
152,yoke,yes,1,60
152,hay fork,yes,2,100
152,shovel,yes,1,30
152,hoe,yes,1,15
152,winnower,yes,1,60
152,horse/donkey cart for agriculture,no,,
152,water pump,no,,
152,tractor/hand-held motorized tiller,no,,
152,chemical sprayer (mercha),no,,
152,improved charcoal/wood stove,no,,
152,kerosene stove,no,,
152,modern bed,yes,1,300
152,sofa/couch,no,,
152,modern chair,yes,2,80
152,modern table,yes,1,130
