hhid,sectionc1,sectionc2a,sectionc2b,sectionc2c,sectionc3,sectionc4,sectionc5,sectionc6,sectionc7,sectionc8,sectionc9a,sectionc9b,sectionc10,sectionc11,sectionc12,sectionc13
141,3,2,kert,.5,lem,10,rain,3,"no, we rent it from others",,,,,1000,annual crop,1
141,4,1,kert,.25,lem,10,rain,2,yes,allocated by family,yes,yes,,,annual crop,1
142,1,1.25,kert,.3125,lem,2,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
142,2,1,kert,.25,lem,3,rain,38,yes,allocated by government,yes,yes,,,multiple uses,1
142,3,4.5,kert,1.125,lem,10,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
142,4,1,kert,.25,lem,10,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
142,5,1.5,kert,.375,lem,10,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
142,6,5,kert,1.25,lem,15,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
142,7,1,kert,.25,lem,15,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
143,1,1,kert,.25,lem,20,rain,6,yes,inherited,yes,yes,,,annual crop,1
143,2,1,kert,.25,lem-teuf,60,rain,6,yes,inherited,yes,yes,,,annual crop,1
144,1,8,kert,2,lem-teuf,5,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
144,2,1,kert,.25,lem,20,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
144,3,8,kert,2,lem,30,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
145,1,2,kert,.5,lem-teuf,5,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
145,2,1,kert,.25,lem-teuf,5,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
145,3,2,kert,.5,lem,20,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
145,4,2,kert,.5,lem,20,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
145,5,.75,kert,.1875,teuf,30,rain,32,yes,allocated by government,yes,yes,,,annual crop,1
146,1,.5,kert,.125,lem,5,rain,6,yes,inherited,yes,yes,,,annual crop,1
146,2,1.5,kert,.375,lem-teuf,20,rain,6,yes,inherited,yes,yes,,,annual crop,1
146,3,4,kert,1,lem,5,rain,4,"no, we rent it from others",,,,,8000,annual crop,1
146,4,2,kert,.5,lem,5,rain,4,"no, we rent it from others",,,,,6000,annual crop,1
146,5,1,kert,.25,lem,5,rain,4,"no, we rent it from others",,,,,2000,annual crop,1
146,6,1,kert,.25,lem-teuf,20,rain,4,"no, we rent it from others",,,,,1500,annual crop,1
146,7,.5,kert,.125,lem-teuf,20,rain,4,"no, we rent it from others",,,,,800,annual crop,1
147,1,3,kert,.75,lem-teuf,20,rain,2,"no, we rent it from others",,,,,3300,annual crop,1
147,2,3,kert,.75,lem-teuf,30,rain,2,"no, we rent it from others",,,,,3300,annual crop,1
147,3,6,kert,1.5,lem,40,rain,3,"no, we rent it from others",,,,,6600,annual crop,1
148,1,2,kert,.5,lem-teuf,2,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
148,2,1,kert,.25,lem,5,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
148,3,1,kert,.25,lem,30,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
148,4,1,kert,.25,lem,10,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
148,5,1,kert,.25,lem,25,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
148,6,.5,kert,.125,lem,20,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
148,7,1,kert,.25,teuf,30,rain,33,yes,allocated by government,yes,yes,,,livestock/grazing,
148,8,1,kert,.25,lem,5,rain,33,yes,allocated by government,yes,yes,,,livestock/grazing,
149,1,1,kert,.25,lem-teuf,5,rain,3,"no, we rent it from others",,,,,2000,annual crop,1
149,2,2,kert,.5,lem,3,rain,4,"no, we rent it from others",,,,,3000,annual crop,1
149,3,1,kert,.25,lem-teuf,10,rain,1,"no, we rent it from others",,,,,1500,annual crop,1
149,4,1,kert,.25,lem-teuf,7,rain,4,"no, we rent it from others",,,,,3000,annual crop,1
149,5,1,kert,.25,lem,30,rain,7,"no, we rent it from others",,,,,2500,annual crop,1
149,6,1,kert,.25,lem,20,rain,3,"no, we rent it from others",,,,,3500,annual crop,1
149,7,4,kert,1,lem-teuf,10,rain,5,"no, we rent it from others",,,,,12000,annual crop,1
149,8,3,kert,.75,lem,30,rain,8,"no, we rent it from others",,,,,2100,annual crop,1
149,9,1,kert,.25,lem,25,rain,9,yes,allocated by family,yes,yes,,,annual crop,1
150,1,.5,kert,.125,lem,1,rain,39,yes,allocated by government,yes,yes,,,annual crop,1
150,2,1,kert,.25,lem,10,rain,39,yes,allocated by government,yes,yes,,,annual crop,1
150,3,4,kert,1,lem,10,rain,39,yes,allocated by government,yes,yes,,,annual crop,1
150,4,1,kert,.25,lem,15,rain,39,yes,allocated by government,yes,yes,,,annual crop,1
150,5,1,kert,.25,lem,15,rain,39,yes,allocated by government,yes,yes,,,annual crop,1
150,6,1,kert,.25,lem,15,rain,39,yes,allocated by government,yes,yes,,,annual crop,1
150,7,1,kert,.25,lem,15,rain,39,yes,allocated by government,yes,yes,,,annual crop,1
150,8,4,kert,1,lem,15,rain,22,"no, we rent it from others",,,,,6400,annual crop,1
151,1,.5,kert,.125,lem,0,rain,20,yes,purchased,yes,yes,,,annual crop,1
151,2,1.5,kert,.375,lem,0,rain,20,yes,purchased,yes,yes,,,annual crop,1
151,3,20,kert,5,lem,20,rain,11,yes,inherited,yes,yes,,,annual crop,1
151,4,5,kert,1.25,lem,10,rain,11,yes,inherited,yes,yes,,,annual crop,1
151,5,2,kert,.5,lem,10,rain,11,yes,inherited,yes,yes,,,annual crop,1
151,6,5,kert,1.25,lem-teuf,10,rain,11,yes,inherited,yes,yes,,,annual crop,1
151,7,1,kert,.25,lem,10,rain,11,yes,inherited,yes,yes,,,livestock/grazing,
151,8,4,kert,1,lem,10,rain,3,"no, we rent it from others",,,,,4800,annual crop,1
152,1,.5,kert,.125,lem,0,rain,14,yes,inherited,yes,yes,,,annual crop,1
152,2,2,kert,.5,lem,30,rain,14,yes,inherited,yes,yes,,,annual crop,1
152,3,2,kert,.5,lem-teuf,30,rain,14,yes,inherited,yes,yes,,,annual crop,1
152,4,4,kert,1,lem-teuf,40,rain,3,"no, we rent it from others",,,,,4000,annual crop,1
152,5,1,kert,.25,lem-teuf,40,rain,4,"no, we share-cropped in",,,,.5,not available,annual crop,1
153,1,.5,kert,.125,lem,0,rain,13,yes,allocated by family,yes,yes,,,annual crop,1
153,2,1,kert,.25,lem,10,rain,13,yes,allocated by family,yes,yes,,,annual crop,1
153,3,1,kert,.25,lem,30,rain,20,yes,allocated by government,yes,yes,,,annual crop,1
153,4,1,kert,.25,lem,15,rain,3,"no, we rent it from others",,,,,2000,annual crop,1
153,5,3,kert,.75,lem,50,rain,7,yes,allocated by family,"no, we sharecrop it out","no, we sharecrop it out",.5,,annual crop,1
154,1,.5,kert,.125,lem,0,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
154,2,4,kert,1,lem,5,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
154,3,.5,kert,.125,lem,10,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
154,4,.5,kert,.125,lem,10,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
155,1,.5,kert,.125,lem-teuf,0,rain,18,yes,allocated by government,yes,yes,,,annual crop,1
155,2,2,kert,.5,lem,10,rain,18,yes,allocated by government,yes,yes,,,annual crop,1
155,3,1,kert,.25,lem,90,rain,4,"no, we rent it from others",,,,,2000,annual crop,1
155,4,1,kert,.25,lem,90,rain,2,"no, we rent it from others",,,,,1750,annual crop,1
156,1,1,kert,.25,lem,1,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
156,2,1.25,kert,.3125,lem,15,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
156,3,2,kert,.5,lem,15,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
156,4,2,kert,.5,lem,15,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
156,5,1,kert,.25,lem,15,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
156,6,1.25,kert,.3125,lem,20,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
156,7,.5,kert,.25,lem,20,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
156,8,1,kert,.25,lem,30,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
156,9,1,kert,.25,lem,30,rain,2,"no, we rent it from others",,,,,3000,annual crop,1
157,1,1,kert,.25,lem,5,rain,3,yes,inherited,yes,yes,,,annual crop,1
157,2,1,kert,.25,lem-teuf,10,rain,3,yes,inherited,yes,yes,,,annual crop,1
157,3,1,kert,.25,lem,90,rain,2,"no, we rent it from others",,,,,2400,annual crop,1
157,4,1,kert,.25,lem,100,rain,2,"no, we rent it from others",,,,,2800,annual crop,1
157,5,1,kert,.25,lem,100,rain,2,"no, we rent it from others",,,,,2700,annual crop,1
158,1,4,kert,1,lem,30,rain,38,yes,allocated by government,"no, we sharecrop it out","no, we sharecrop it out",.5,,annual crop,1
158,2,1,kert,.25,lem,30,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
158,3,1,kert,.25,lem,40,rain,38,yes,allocated by government,"no, we sharecrop it out","no, we sharecrop it out",.5,,annual crop,1
159,1,1,kert,.25,lem-teuf,0,rain,12,yes,inherited,yes,yes,,,annual crop,1
159,2,2,kert,.5,lem,6,rain,12,yes,inherited,yes,yes,,,annual crop,1
159,3,3,kert,.75,teuf,10,rain,12,yes,inherited,yes,yes,,,annual crop,1
160,1,3,kert,.75,lem-teuf,6,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
160,2,1,kert,.25,lem,15,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
160,3,1,kert,.25,lem-teuf,20,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
161,1,2,kert,.5,lem-teuf,0,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
161,2,2,kert,.5,lem-teuf,10,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
161,3,4,kert,1,lem,20,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
161,4,2,kert,1,lem,30,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
161,5,4,kert,1,lem,45,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
162,1,2,kert,.5,lem,2,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
162,2,6,kert,1.5,lem,5,rain,2,"no, we rent it from others",,,,,5400,annual crop,1
162,3,2,kert,.5,lem-teuf,5,rain,8,"no, we rent it from others",,,,,900,annual crop,1
163,1,1,kert,.25,lem,30,rain,11,yes,inherited,yes,yes,,,annual crop,1
163,2,1,kert,.25,lem-teuf,15,rain,2,"no, we rent it from others",,,,,3100,annual crop,1
163,3,1,kert,.25,lem-teuf,5,rain,2,"no, we rent it from others",,,,,2200,annual crop,1
164,1,.5,kert,.125,lem,0,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
164,2,3,kert,.75,lem,10,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
164,3,1,kert,.25,lem,10,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
164,4,3,kert,.75,lem-teuf,20,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
164,5,1,kert,.25,lem-teuf,20,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
164,6,2.5,kert,.625,lem-teuf,20,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
164,7,1,kert,.25,lem,20,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
164,8,2,kert,.5,lem,10,rain,33,yes,allocated by government,yes,yes,,,livestock/grazing,
164,9,1,kert,.25,lem,10,rain,33,yes,allocated by government,yes,yes,,,livestock/grazing,
165,1,3,kert,.75,lem,0,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
165,2,2,kert,.5,lem,5,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
165,3,1.5,kert,.375,lem,10,rain,33,yes,allocated by government,yes,yes,,,annual crop,1
165,4,1,kert,.25,lem,10,rain,33,yes,allocated by government,yes,yes,,,livestock/grazing,
166,1,.25,kert,.0625,lem,0,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
166,2,1,kert,.25,lem,5,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
166,3,1,kert,.25,lem,15,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
166,4,4,kert,1,lem,20,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
166,5,1,kert,.25,lem,20,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
166,6,3,kert,.75,lem,20,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
166,7,1,kert,.25,lem,20,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
166,8,1,kert,.25,lem,20,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
166,9,1,kert,.25,lem,40,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
167,1,.25,kert,.0625,lem,0,rain,22,yes,allocated by government,yes,yes,,,annual crop,1
167,2,1,kert,.25,lem,60,rain,22,yes,allocated by government,yes,yes,,,annual crop,1
168,1,.25,kert,.0625,lem-teuf,0,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
168,2,1.5,kert,.375,lem-teuf,10,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
168,3,1.5,kert,.375,lem-teuf,30,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
169,1,2,kert,.5,lem,15,rain,13,yes,allocated by family,yes,yes,,,annual crop,1
169,2,4,kert,1,lem,15,rain,6,"no, we rent it from others",,,,,3200,annual crop,1
169,3,1,kert,.25,lem,10,rain,6,"no, we rent it from others",,,,,800,annual crop,1
170,1,1,kert,.25,lem-teuf,30,rain,18,yes,allocated by government,yes,yes,,,annual crop,1
170,2,.5,kert,.125,lem-teuf,35,rain,18,yes,allocated by government,yes,yes,,,annual crop,1
170,3,2.5,kert,.625,lem-teuf,40,rain,1,"no, we rent it from others",,,,,6500,annual crop,1
170,4,2,kert,.5,lem,20,rain,1,"no, we rent it from others",,,,,5000,annual crop,1
170,5,1,kert,.25,lem,20,rain,1,"no, we rent it from others",,,,,2000,annual crop,1
170,6,1,kert,.25,lem-teuf,30,rain,1,"no, we rent it from others",,,,,3000,annual crop,1
170,7,.5,kert,.125,lem-teuf,30,rain,1,"no, we rent it from others",,,,,1800,annual crop,1
170,8,.5,kert,.125,lem-teuf,20,rain,1,"no, we rent it from others",,,,,1300,annual crop,1
170,9,2,kert,.5,lem,20,irrigation,0,"no, we rent it from others",,,,,1700,annual crop,1
171,1,1,kert,.25,lem,10,rain,5,yes,inherited,yes,yes,,,annual crop,1
171,2,1,kert,.25,lem-teuf,50,rain,5,yes,inherited,yes,yes,,,annual crop,1
171,3,2,kert,.5,lem-teuf,20,rain,5,"no, we rent it from others",,,,,3000,annual crop,1
171,4,1,kert,.25,lem,30,rain,2,"no, we rent it from others",,,,,3000,annual crop,1
171,5,1,kert,.25,lem,25,rain,2,"no, we rent it from others",,,,,3000,annual crop,1
171,6,1,kert,.25,lem,30,rain,2,"no, we rent it from others",,,,,3100,annual crop,1
172,1,1,kert,.25,lem,15,rain,2,yes,inherited,yes,yes,,,annual crop,1
172,2,2,kert,.5,lem-teuf,20,rain,2,"no, we rent it from others",,,,,5000,annual crop,1
172,3,1,kert,.25,lem-teuf,25,rain,2,"no, we rent it from others",,,,,3000,annual crop,1
173,1,.5,kert,.125,lem,0,rain,23,yes,allocated by government,yes,yes,,,annual crop,1
173,2,1,kert,.25,lem,20,rain,23,yes,allocated by government,yes,yes,,,annual crop,1
173,3,1,kert,.25,lem-teuf,60,rain,2,"no, we rent it from others",,,,,1500,annual crop,1
173,4,1,kert,.25,lem-teuf,60,rain,2,"no, we rent it from others",,,,,1500,annual crop,1
173,5,2,kert,.5,lem-teuf,60,rain,2,"no, we rent it from others",,,,,3000,annual crop,1
173,6,2.5,kert,.375,lem-teuf,60,rain,2,"no, we rent it from others",,,,,3750,annual crop,1
173,7,1,kert,.25,lem-teuf,60,rain,2,"no, we rent it from others",,,,,1500,annual crop,1
173,8,.5,kert,.125,lem-teuf,60,rain,2,"no, we rent it from others",,,,,750,annual crop,1
174,1,1,kert,.25,lem-teuf,0,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
174,2,4,kert,1,lem-teuf,30,rain,5,"no, we rent it from others",,,,,8000,annual crop,1
174,3,1,kert,.25,lem-teuf,30,rain,6,"no, we rent it from others",,,,,4000,annual crop,1
174,4,2,kert,.5,lem-teuf,30,rain,4,"no, we rent it from others",,,,,5000,annual crop,1
174,5,1,kert,.25,lem-teuf,30,rain,2,"no, we rent it from others",,,,,3000,annual crop,1
175,1,.5,kert,.125,lem,1,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
175,2,1,kert,.25,lem,2,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
175,3,.5,kert,.125,lem,2,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
175,4,1,kert,.25,lem,5,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
175,5,2,kert,.5,lem,8,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
175,6,4,kert,1,lem,10,rain,32,yes,allocated by government,yes,yes,,,annual crop,1
175,7,5,kert,1.25,lem,15,rain,32,yes,allocated by government,yes,yes,,,annual crop,1
175,8,2,kert,.5,lem,15,rain,4,"no, we rent it from others",,,,,4500,annual crop,1
175,9,2,kert,.5,lem,15,rain,4,"no, we rent it from others",,,,,4500,annual crop,1
176,1,4,kert,1,lem-teuf,5,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
176,2,2,kert,.5,lem,10,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
176,3,1.5,kert,.375,lem,5,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
177,1,4,kert,1,lem,5,rain,7,"no, we rent it from others",,,,,4000,annual crop,1
177,2,1.5,kert,.375,lem,2,rain,7,"no, we rent it from others",,,,,1500,annual crop,1
177,3,1,kert,.5,lem,5,rain,7,"no, we rent it from others",,,,,2000,annual crop,1
177,4,1.5,kert,.375,lem-teuf,30,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
177,5,2.5,kert,.625,lem-teuf,5,rain,7,"no, we rent it from others",,,,,2500,annual crop,1
177,6,1,kert,.25,lem-teuf,4,rain,7,"no, we rent it from others",,,,,1000,annual crop,1
178,1,20,kert,5,lem,5,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
178,2,8,kert,2,lem,5,rain,16,"no, we rent it from others",,,,,6400,annual crop,1
178,3,2,kert,.5,lem,10,rain,37,yes,allocated by government,yes,yes,,,annual crop,1
178,4,4,kert,1,lem,3,rain,37,yes,allocated by government,yes,yes,,,annual crop,1
178,5,18,kert,4.5,lem,15,rain,37,yes,allocated by government,yes,yes,,,annual crop,1
179,1,2,kert,.5,lem-teuf,20,rain,3,"no, we rent it from others",,,,,5530,annual crop,1
179,2,1,kert,.25,lem-teuf,20,rain,6,"no, we rent it from others",,,,,2000,annual crop,1
179,3,1.5,kert,.375,lem-teuf,15,rain,4,"no, we rent it from others",,,,,2500,annual crop,1
179,4,1.5,kert,.375,lem,15,rain,6,"no, we rent it from others",,,,,4500,annual crop,1
179,5,1,kert,.25,lem,5,rain,12,"no, we rent it from others",,,,,3000,annual crop,1
180,1,4,kert,1,lem,30,rain,22,yes,allocated by family,yes,yes,,,annual crop,1
180,2,2,kert,.5,lem,60,rain,22,yes,allocated by family,yes,yes,,,annual crop,1
180,3,1,kert,.25,lem-teuf,40,rain,22,yes,allocated by family,yes,yes,,,annual crop,1
180,4,.5,kert,.125,teuf,10,rain,22,yes,allocated by family,yes,yes,,,livestock/grazing,
180,5,2,kert,.5,lem-teuf,30,rain,2,"no, we rent it from others",,,,,3000,annual crop,1
180,6,1,kert,.25,lem-teuf,30,rain,2,"no, we rent it from others",,,,,1500,annual crop,1
182,1,3,kert,.75,lem-teuf,7,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
182,2,2,kert,.5,lem-teuf,30,rain,4,"no, we rent it from others",,,,,3500,annual crop,1
182,3,1.5,kert,.375,lem,30,rain,3,"no, we rent it from others",,,,,2500,annual crop,1
182,4,1,kert,.25,lem-teuf,5,rain,2,"no, we rent it from others",,,,,3000,annual crop,1
182,5,1,kert,.25,lem-teuf,35,rain,5,"no, we rent it from others",,,,,2000,annual crop,1
182,6,1.5,kert,.375,lem,5,rain,4,"no, we rent it from others",,,,,4000,annual crop,1
182,7,.5,kert,.125,lem-teuf,40,rain,2,"no, we rent it from others",,,,,600,annual crop,1
183,1,4,kert,1,lem,30,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
183,2,1,kert,.25,lem,20,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
183,3,1,kert,.25,lem,10,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
183,4,1,kert,.25,lem-teuf,20,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
183,5,1,kert,.25,lem-teuf,20,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
183,6,.5,kert,.125,lem-teuf,20,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
183,7,.5,kert,.125,lem-teuf,20,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
183,8,1,kert,.25,teuf,20,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
184,1,2,kert,.5,lem,30,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
184,2,1,kert,.25,lem-teuf,20,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
184,3,1,kert,.25,lem,25,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
184,4,.5,kert,.125,lem-teuf,60,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
184,5,1,kert,.25,lem-teuf,60,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
184,6,.5,kert,.125,lem,60,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
184,7,.5,kert,.125,teuf,30,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
184,8,.5,kert,.125,lem-teuf,30,rain,2,"no, we rent it from others",,,,,1200,annual crop,1
184,9,.5,kert,.125,lem-teuf,30,rain,2,"no, we rent it from others",,,,,1200,annual crop,1
184,10,.5,kert,.125,lem-teuf,30,rain,2,"no, we rent it from others",,,,,1200,annual crop,1
