hhid,sectiong0,sectiong1,sectiong2,sectiong3a,sectiong3b,sectiong3c,sectiong4,sectiong5,sectiong6,sectiong7,sectiong8,sectiong9,sectiong10,sectiong11,sectiong12,sectiong13,sectiong14,sectiong15,sectiong16,sectiong17,sectiong18,sectiong19,sectiong20,sectiong21,sectiong22,sectiong23,sectiong24,sectiong25,sectiong26
84,2,1,yekatit,2,small madaberia,1,white,cash,1000,1000,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,other donkeys,0,120,10,man,100,,no,,no,no,yes,yes
85,2,2,tahisas,1,small madaberia,.5,white,cash,450,900,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,other donkeys,0,240,10,man,100,,no,,no,no,yes,no
85,2,1,hidar,2,small madaberia,1,white,cash,900,900,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,other donkeys,0,240,10,man,100,,no,,no,no,yes,no
86,4,2,megabit,2,small madaberia,1,white,cash,950,950,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,0,120,25,man,100,,no,,no,no,no,
86,4,1,yekatit,2,small madaberia,1,white,cash,900,900,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,0,120,30,man,100,,no,,no,no,no,
86,4,3,miazia,4,small madaberia,2,magna,cash,950,950,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,0,120,15,man,100,,no,,no,no,no,
86,4,4,ginbot,1,small madaberia,.40000001,magna,cash,440,1100,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,0,120,10,man,100,,no,,no,no,no,
87,3,3,megabit,1,dirib,.15000001,white,cash,105,700,consumer,he accepts small quantities,local(weekly) market,no,no,,by foot,0,90,60,woman,100,,no,,no,no,yes,no
87,3,1,tir,1,dirib,.15000001,white,cash,126,840,consumer,he accepts small quantities,local(weekly) market,no,no,,by foot,0,90,60,woman,100,,no,,no,no,yes,no
87,3,2,yekatit,1,dirib,.15000001,white,cash,126,840,consumer,he accepts small quantities,local(weekly) market,no,no,,by foot,0,90,60,woman,100,,no,,no,no,yes,no
88,2,1,megabit,2,small madaberia,1,white,cash,1050,1050,consumer,he accepts small quantities,local(weekly) market,no,no,,own donkey,0,90,30,man,100,,no,,no,no,no,
88,2,2,miazia,2,small madaberia,1,white,cash,1050,1050,consumer,he accepts small quantities,local(weekly) market,no,no,,own donkey,0,90,30,man,100,,no,,no,no,no,
89,3,3,yekatit,2,quintal,2,magna,cash,1900,950,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,other donkeys,0,90,10,man,100,,no,,no,no,yes,no
89,3,2,tir,2,quintal,2,magna,cash,1900,950,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,other donkeys,0,90,10,man,100,,no,,no,no,yes,no
89,3,1,tahisas,4,quintal,4,magna,cash,3680,920,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,other donkeys,0,90,20,man,100,,no,,no,no,yes,no
90,2,1,hamle,2,small madaberia,1.2,white,cash,1500,1250,consumer,he gives higher prices,local(weekly) market,no,no,,own donkey,0,30,360,woman,100,,no,,no,no,no,
90,2,2,nehase,2,small madaberia,1.2,white,cash,1500,1250,consumer,he gives higher prices,local(weekly) market,no,no,,own donkey,0,30,490,woman,100,,no,,no,no,no,
91,3,3,megabit,2,dirib,.69999999,white,cash,665,950,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,10,90,120,man,100,,no,,no,no,no,
91,3,2,tahisas,2,dirib,.69999999,white,cash,560,800,cooperative,he gives advances when needed or lends me money if needed,cooperative,yes,yes,1,own and other donkeys,10,15,60,man,100,,no,,no,yes,no,
91,3,1,tahisas,2,dirib,.69999999,white,cash,560,800,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,20,90,120,man,100,,no,,no,no,no,
92,1,1,megabit,4,dirib,.56999999,white,cash,399,700,consumer,he gives higher prices,local(weekly) market,yes,no,,own donkey,0,30,240,man,100,,no,,no,no,yes,yes
93,1,1,tir,1,quintal,1,magna,cash,850,850,"trader with fixed shop, selling teff to addis",the buyer  is a relative,trader shop (fixed),yes,no,,own and other donkeys,10,240,60,man,100,,no,,no,no,yes,no
94,7,2,yekatit,2,quintal,2,white,cash,1840,920,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,60,15,man,100,,no,,no,no,yes,no
94,7,1,tir,1,quintal,1,white,cash,920,920,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,0,60,30,man,100,,no,,no,no,yes,no
94,7,3,miazia,1,quintal,1,white,cash,1900,950,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,90,15,man,100,,no,,no,no,yes,no
94,7,5,hamle,1,quintal,1,white,cash,1020,1020,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,90,15,man,100,,no,,no,no,yes,no
94,7,4,sene,1,quintal,1,white,cash,1000,1000,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,90,15,man,100,,no,,no,no,yes,no
95,2,1,yekatit,1,quintal,1,white,cash,950,950,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,no,,own donkey,0,60,60,man,100,,no,,no,no,yes,yes
95,2,2,sene,3,quintal,3,white,cash,3600,1200,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,no,,own donkey,0,60,60,man,100,,no,,no,no,yes,yes
96,1,1,ginbot,4,small madaberia,2,white,cash,2700,1350,at wholesale market: traveling trader going to addis,there is no real difference with other traders,trader shop (fixed),yes,yes,3,own donkey,0,60,25,man,100,,no,,no,no,no,
97,4,4,meskerem,3,small madaberia,1.5,white,cash,2145,1430,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,own donkey,0,240,15,man,100,,yes,yes,no,no,no,
97,4,1,ginbot,4,small madaberia,2,white,cash,2600,1300,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,own donkey,0,240,10,man,100,,yes,yes,no,no,no,
97,4,2,sene,2,small madaberia,1,white,cash,1350,1350,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,own donkey,0,240,10,man,100,,yes,yes,no,no,no,
97,4,3,hamle,3,small madaberia,1.5,white,cash,2100,1400,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,own donkey,0,240,10,man,100,,yes,yes,no,no,no,
98,2,1,tir,4,small madaberia,2,magna,cash,1720,860,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,3,own and other donkeys,0,60,15,man,100,,no,,yes,no,yes,no
98,2,2,miazia,4,small madaberia,2,magna,cash,1900,950,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,0,60,20,man,100,,no,,yes,no,yes,no
99,3,2,tir,2,small madaberia,1,magna,cash,900,900,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,own and other donkeys,0,120,15,man,100,,no,,yes,no,yes,no
99,3,1,hidar,2,small madaberia,1,white,cash,850,850,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,own and other donkeys,0,120,10,man,100,,no,,yes,no,yes,no
99,3,3,sene,2,small madaberia,1,magna,cash,1200,1200,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,own and other donkeys,0,120,10,man,100,,no,,yes,no,yes,no
100,2,1,tir,1,small madaberia,.5,white,cash,420,840,consumer,he accepts small quantities,local(weekly) market,no,no,,by foot,0,60,120,woman,100,,no,,no,no,no,
100,2,2,megabit,1,small madaberia,.5,white,cash,525,1050,consumer,he accepts small quantities,local(weekly) market,no,no,,by foot,0,60,120,woman,100,,no,,no,no,no,
101,2,1,tahisas,8,small madaberia,4,magna,cash,3480,870,farmer-trader in the village,he is close by,trader shop (fixed),yes,no,,own donkey,0,10,30,man,100,,no,,no,no,yes,no
101,2,2,sene,2,small madaberia,1,magna,cash,1150,1150,farmer-trader in the village,he is close by,trader shop (fixed),yes,no,,own donkey,0,10,30,man,100,,no,,no,no,yes,no
102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,4,3,miazia,6,small madaberia,3,magna,cash,3540,1180,at wholesale market: traveling trader going to addis,he is close by,trader shop (fixed),yes,no,,own and other donkeys,0,25,15,man,100,,no,yes,no,no,yes,no
103,4,4,miazia,3,small madaberia,1.5,red,cash,1350,900,at wholesale market: traveling trader going to addis,he is close by,trader shop (fixed),yes,no,,own and other donkeys,0,25,10,man,100,,no,,no,no,yes,no
103,4,1,tahisas,7,small madaberia,3.5,magna,cash,3090.5,885,at wholesale market: traveling trader going to addis,he is close by,trader shop (fixed),yes,no,,own and other donkeys,0,25,20,man,100,,no,,no,no,yes,no
103,4,2,megabit,5,small madaberia,2.5,magna,cash,2875,1150,at wholesale market: traveling trader going to addis,he is close by,trader shop (fixed),yes,no,,own and other donkeys,0,25,20,man,100,,no,,no,no,yes,no
104,1,1,yekatit,1,quintal,1,white,cash,1100,1100,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),no,no,,other donkeys,0,60,10,man,100,,no,,no,no,no,
105,3,2,hamle,1,quintal,1,red,cash,760,760,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,0,90,10,man,100,,no,,no,no,no,
105,3,1,miazia,2.9300001,quintal,2.9300001,white,cash,3076.5,1050,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,0,90,20,man,100,,no,,no,no,no,
105,3,3,meskerem,1,quintal,1,red,cash,1260,1260,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,0,90,10,man,100,,no,,no,no,no,
106,1,1,sene,2,small madaberia,1,white,cash,820,820,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,yes,3,own donkey,4,30,10,man,100,,no,,no,no,no,
107,3,3,meskerem,1,small madaberia,.5,white,cash,650,1300,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,own donkey,0,180,10,man,100,,no,,no,no,yes,no
107,3,1,tir,1,small madaberia,.5,white,cash,450,900,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,own donkey,0,180,10,man,100,,no,,no,no,yes,no
107,3,2,hamle,1,small madaberia,.5,white,cash,550,1100,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,own donkey,0,180,10,man,100,,no,,no,no,yes,no
108,3,2,tir,4,dirib,.60000002,white,cash,630,1050,consumer,he accepts small quantities,local(weekly) market,no,no,,by foot,0,120,30,woman,100,,no,,no,no,no,
108,3,1,tahisas,1,dirib,.15000001,white,cash,157.5,1050,consumer,he accepts small quantities,local(weekly) market,no,no,,by foot,0,120,120,woman,100,,no,,no,no,no,
108,3,3,tir,.5,small madaberia,.25,white,cash,280,1120,consumer,he accepts small quantities,local(weekly) market,no,no,,by foot,0,120,120,man,100,,no,,no,no,no,
109,3,3,miazia,2,dawla,1,white,cash,1100,1100,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),no,yes,3,own and other donkeys,0,80,20,man,100,,no,,no,no,no,
109,3,2,yekatit,2,dawla,1,white,cash,1020,1020,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),no,yes,2,own and other donkeys,0,80,15,man,100,,no,,no,no,no,
109,3,1,tir,2,dawla,1,white,cash,1020,1020,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),no,yes,2,own and other donkeys,0,80,10,man,100,,no,,no,no,yes,no
110,1,1,tahisas,2,small madaberia,1,white,cash,880,880,farmer-trader in the village,he gives higher prices,trader shop (fixed),no,no,,by foot,0,10,25,woman,100,,no,,no,no,yes,no
111,2,1,megabit,4,small madaberia,2,white,cash,2000,1000,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),no,no,,own donkey,0,180,30,man,100,,no,,no,no,yes,no
111,2,2,sene,2,small madaberia,1,magna,cash,1000,1000,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),no,no,,own donkey,0,180,20,man,100,,no,,no,no,yes,no
112,5,4,megabit,2,chinet,1.5,magna,cash,1500,1000,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),no,yes,2,own donkey,0,120,90,man,100,,no,,no,no,no,
112,5,1,tahisas,9,chinet,6,magna,cash,5700,950,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,own and other donkeys,150,30,180,man,50,12,yes,yes,no,no,no,
112,5,5,miazia,1,chinet,.5,white,cash,400,800,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,10,120,60,man,100,,no,,no,no,no,
112,5,2,tir,7,chinet,4.5,white,cash,3600,800,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,25,30,60,man,100,,yes,yes,no,no,no,
112,5,3,tir,4,chinet,2.5,magna,cash,2500,1000,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,1,own and other donkeys,30,10,60,mix,100,,yes,yes,no,no,no,
113,2,1,yekatit,9,big madaberia,3.5999999,magna,cash,3240,900,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,0,120,30,man,100,,no,,no,yes,no,
113,2,2,sene,4,big madaberia,2.4000001,white,cash,2400,1000,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,own and other donkeys,0,10,20,man,100,,no,,no,yes,no,
114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,1,yekatit,2,big madaberia,1.3,white,cash,910,700,at wholesale market: traveling trader going to addis,there is no real difference with other traders,trader shop (fixed),yes,no,,other donkeys,20,180,30,man,100,,no,,no,no,yes,yes
114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,3,1,yekatit,1,small madaberia,.5,magna,cash,425,850,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,0,90,360,man,100,,no,,no,no,yes,no
115,3,2,sene,3,big madaberia,2.01,magna,cash,1500,980,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,3,own and other donkeys,0,90,420,man,100,,no,,no,no,yes,no
115,3,3,nehase,2,small madaberia,1,magna,cash,1200,1350,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,0,90,30,man,100,,no,,no,no,yes,no
116,3,1,yekatit,1,quintal,1,white,cash,800,800,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,3,own and other donkeys,0,90,3,man,100,,no,,no,no,yes,no
116,3,3,meskerem,1,quintal,1,white,cash,1400,1400,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,0,90,4,man,100,,no,,no,no,yes,no
116,3,2,sene,2,quintal,2,white,cash,1250,1250,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,0,90,4,man,100,,no,,no,no,yes,no
117,1,1,nehase,2,quintal,2,white,cash,2300,1150,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,yes,2,other donkeys,0,60,120,man,100,,no,,no,no,yes,no
118,3,1,tahisas,2.5,quintal,2.5,white,cash,2250,900,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,yes,2,own and other donkeys,15,60,60,man,100,,no,,yes,no,yes,no
118,3,3,megabit,2.5,quintal,2.5,white,cash,2500,1000,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,no,,own and other donkeys,10,60,10,man,100,,no,,yes,no,no,
118,3,2,tir,.5,quintal,.5,white,cash,400,800,at wholesale market: traveling trader going to addis,i trust his weighing,trader shop (fixed),yes,yes,3,own and other donkeys,10,60,120,man,100,,no,,yes,no,no,
119,2,1,yekatit,1,quintal,1,magna,cash,850,850,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,3,own and other donkeys,30,150,240,man,100,,no,,no,no,yes,no
119,2,2,ginbot,1,quintal,1,magna,cash,1100,1100,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,10,150,120,man,100,,no,,no,no,yes,no
120,1,1,tir,2,quintal,2,white,cash,900,750,at wholesale market: traveling trader going to addis,there is no real difference with other traders,trader shop (fixed),yes,yes,3,own and other donkeys,0,60,60,man,100,,no,,no,no,no,
