hhid,sectionf31,sectionf32,sectionf33,sectionf34,sectionf35,sectionf36,sectionf37,sectionf38,sectionf39,sectionf310,sectionf311
438,4,1,0,,1,3,1,30,0,,0
439,1,1,.75,1,.5,2,2,20,0,,0
439,2,1,.5,1,.25,2,2,20,0,,0
439,3,1,.25,1,.13,2,2,20,0,,0
440,1,1,0,,.5,3,1,35,0,,0
440,2,1,0,,.25,3,1,30,0,,0
440,6,1,0,,.75,3,1,45,0,,0
440,9,1,0,,.5,3,1,45,0,,0
441,2,1,.25,1,.1,1,2,30,15,none,0
442,1,1,0,,.25,1,1,60,0,,0
442,3,1,0,,.25,1,1,45,0,,0
442,5,1,0,,.25,1,1,45,0,,0
443,3,2,.40000001,1,0,,1,45,0,,0
443,5,1,.34999999,1,0,,1,45,0,,0
443,9,1,.25,1,0,,1,45,0,,0
444,3,1,.1,1,0,,1,45,0,,0
444,4,1,.1,1,0,,1,45,0,,0
444,6,1,1,1,0,,1,45,0,,0
445,4,1,.25,1,.25,1,1,30,0,,0
445,7,1,.25,1,.25,1,1,30,0,,0
446,5,1,.25,1,0,,2,20,0,,0
447,3,1,0,,0,,1,30,0,,0
448,3,1,.25,1,0,,1,55,0,,0
448,6,1,.25,1,0,,1,55,0,,0
448,7,1,.5,1,0,,1,55,0,,0
449,4,1,.25,1,0,,2,40,0,,0
449,7,1,.5,1,0,,2,40,0,,0
450,2,1,.13,1,0,,2,40,0,,0
450,3,1,.25,1,0,,2,40,0,,0
451,1,2,0,,.5,2,1,45,0,,0
451,2,1,0,,.25,2,1,45,0,,0
451,3,1,0,,.25,2,1,45,0,,0
451,3,2,.5,2,.5,2,1,45,0,,0
452,3,1,.13,2,.13,2,1,30,0,,0
452,4,1,.13,2,.13,2,1,30,0,,0
453,2,1,.25,1,.25,3,1,40,0,,0
453,3,1,.25,1,.25,3,1,40,0,,0
453,5,1,.5,1,.5,3,1,45,0,,0
454,2,1,0,,.5,2,1,45,0,,0
454,3,1,0,,.5,2,1,45,0,,0
454,6,1,.13,1,.38,2,1,45,0,,0
454,7,1,.13,1,.38,2,1,45,0,,0
454,8,1,.13,1,.38,2,1,45,0,,0
454,9,1,.13,1,.13,2,1,30,0,,0
455,2,1,.25,1,.5,2,1,45,0,,0
455,3,1,.25,1,.5,2,1,45,0,,0
455,4,1,.25,1,.5,2,1,45,0,,0
455,5,1,.25,1,.5,2,1,45,0,,0
455,7,1,.25,1,.5,2,1,45,0,,0
455,8,1,0,,0,,1,45,0,,0
455,9,1,.25,1,.5,2,1,45,0,,0
455,10,1,.25,1,.5,2,1,45,0,,0
455,11,1,.25,1,.5,2,1,45,0,,0
456,2,2,.5,1,.25,1,2,40,0,,0
456,6,1,.1,1,0,,1,40,0,,0
457,6,1,.5,2,0,,2,40,0,,0
458,2,1,.5,1,0,,1,40,0,,0
459,5,1,.25,1,0,,1,40,0,,0
459,8,1,.050000001,1,0,,1,40,0,,0
459,9,1,.75,1,0,,1,40,0,,0
460,6,1,.75,1,0,,2,40,0,,0
461,2,1,.2,1,.40000001,3,2,15,0,,0
461,3,1,.25,1,.5,3,2,15,0,,0
461,5,1,.5,1,.1,3,1,15,0,,0
462,2,1,.40000001,1,.5,3,2,30,0,,0
462,4,1,.1,1,.2,2,1,30,0,,0
462,5,1,.25,1,.40000001,3,1,30,0,,0
462,7,1,.25,1,.40000001,3,1,30,0,,0
463,1,1,.25,1,.25,2,1,45,0,,0
463,6,1,.5,1,.5,2,1,45,0,,0
463,8,1,.25,1,.25,2,1,45,0,,0
464,2,1,1,1,.5,3,3,15,0,,0
464,4,1,.5,1,.25,3,3,18,0,,0
464,5,1,.5,1,.2,3,3,15,0,,0
465,1,1,.029999999,1,.029999999,2,2,8,0,,0
465,2,1,.23,1,.23999999,2,1,21,0,,0
465,3,1,.23999999,1,.23,2,2,16,0,,0
466,1,1,.5,1,.5,3,1,30,0,,0
466,2,1,0,,1,2,1,30,0,,0
467,3,1,0,,.75,3,2,15,0,,0
467,4,1,0,,1,3,1,20,0,,0
467,5,1,0,,1,3,1,22,0,,0
467,6,1,0,,1,3,1,20,0,,0
467,7,1,0,,.5,3,1,20,0,,0
468,1,1,0,,.5,3,1,30,0,,0
468,3,1,0,,.5,3,1,45,0,,0
469,3,1,0,,1,4,1,30,0,,0
469,4,1,0,,1,4,1,45,0,,0
469,5,1,0,,1,4,1,50,0,,0
470,3,1,.07,1,.23,2,1,45,0,,0
470,4,1,.059999999,1,.07,1,1,45,0,,0
470,5,1,.07,1,.1,2,1,45,0,,0
471,3,1,0,,.25,2,1,40,0,,0
471,5,1,0,,.5,2,1,40,0,,0
471,6,1,0,,.25,2,1,40,0,,0
472,1,1,.5,1,.5,2,1,30,0,,0
472,4,1,.25,1,.25,1,2,30,0,,0
472,5,1,.25,1,.25,1,0,,0,,0
472,6,1,.5,1,1.5,3,1,30,0,,0
472,8,1,.25,1,.25,1,1,30,0,,0
473,1,1,.25,1,1,3,2,45,0,,0
473,2,1,.25,1,1,3,2,45,0,,0
474,1,1,.25,1,.75,3,1,45,0,,0
474,3,1,.25,1,.75,3,1,45,0,,0
474,4,1,.07,1,.14,2,1,45,0,,0
475,2,1,.5,1,0,,1,30,0,,0
476,2,1,.25,1,0,,1,30,0,,0
476,4,1,.25,1,0,,1,30,0,,0
477,3,1,.5,1,0,,1,30,0,,0
477,4,1,.5,1,0,,1,30,0,,0
478,3,1,.75,1,0,,2,45,0,,0
478,4,1,.25,1,0,,2,45,0,,0
478,6,1,.25,1,0,,2,45,0,,0
479,3,1,0,,0,,1,35,1,do not know,0
479,4,1,0,,0,,1,35,1,do not know,0
480,2,1,.5,1,0,,1,45,70,do not know,0
481,2,1,.30000001,1,0,,1,30,0,,0
481,3,1,.30000001,1,0,,1,30,0,,0
482,2,1,.34999999,1,0,,1,20,0,,0
482,3,1,.34999999,1,0,,1,20,0,,0
483,3,1,.2,1,0,,1,30,0,,0
483,4,1,.25,1,0,,1,30,0,,0
483,5,1,.1,1,0,,1,30,0,,0
484,2,1,.5,1,0,,2,15,0,,0
484,4,1,.25,1,0,,1,18,0,,0
484,5,1,.25,1,0,,1,18,0,,0
484,7,1,0,,0,,1,18,0,,0
485,1,1,.5,1,0,,2,30,0,,0
485,3,1,.5,1,0,,2,30,0,,0
485,5,1,.5,1,0,,2,30,0,,0
486,3,2,.75,1,0,,2,30,0,,0
486,3,3,.69999999,1,0,,1,30,0,,0
487,2,1,.5,1,0,,2,21,0,,0
488,3,1,.75,1,0,,1,35,0,,0
489,8,1,.5,1,0,,1,30,0,,0
490,5,1,.5,1,0,,1,30,20,2-4-d,0
491,1,1,.1,1,.25,3,2,30,0,,0
491,2,1,.40000001,1,.75,3,2,35,0,,0
491,4,1,0,,0,,2,35,0,,0
492,1,1,.25,1,.25,3,1,25,0,,0
493,3,3,.1,2,.2,3,2,30,0,,0
493,4,1,.050000001,2,.090000004,3,1,50,0,,0
493,5,1,.2,2,.5,3,2,30,0,,0
493,6,1,.15000001,2,.2,3,1,35,0,,0
493,7,1,0,,.1,3,1,25,40,2-4-d,0
494,1,1,.25,1,.13,3,1,30,0,,0
494,2,1,0,,.12,3,1,35,0,,0
494,5,1,0,,.5,3,1,40,0,,0
495,3,1,.25,1,.5,3,2,30,0,,0
495,6,1,.25,1,.5,3,1,32,0,,0
495,8,1,.25,1,.30000001,3,2,35,0,,0
495,9,1,.25,1,.5,3,3,30,0,,0
496,3,1,.5,1,1.5,3,2,30,0,,0
496,6,1,.5,1,1,3,2,30,0,,0
496,8,1,.5,1,1.5,3,2,40,0,,0
496,9,1,.25,1,.25,2,1,50,0,,0
497,3,1,0,,.75,3,2,15,0,,0
497,4,1,0,,.75,3,1,21,0,,0
497,5,1,0,,.5,3,2,25,0,,0
497,6,1,0,,.5,3,1,20,0,,0
498,1,1,0,,.25,3,2,21,0,,0
499,3,1,0,,1,3,1,25,0,,0
499,5,2,.25,1,1.5,3,1,30,0,,0
499,6,1,0,,.5,3,1,27,0,,0
499,7,1,0,,.25,3,1,25,0,,0
499,13,1,1,1,1,3,1,30,0,,0
499,14,1,0,,.25,3,1,25,0,,0
499,15,1,.25,1,.5,3,1,25,0,,0
500,1,1,0,,.75,2,1,30,0,,0
500,4,1,0,,.25,2,3,35,0,,0
501,3,1,.5,1,1,2,1,45,0,,0
502,1,1,.34999999,1,0,,1,48,0,,0
502,4,1,.5,1,0,,2,47,0,,0
502,5,1,.25,1,0,,1,49,0,,0
502,7,1,.15000001,1,0,,2,51,0,,0
503,3,1,.25,1,0,,2,30,0,,0
503,4,1,.25,1,0,,2,30,0,,0
504,1,1,.5,1,0,,1,45,0,,20
504,3,1,.1,1,0,,1,45,0,,10
505,1,1,.25,1,.12,1,2,21,5,2-4-d,0
505,2,2,.5,1,.1,1,2,30,15,2-4-d,0
506,1,1,.25,1,0,,1,45,0,,0
506,4,1,.75,1,0,,1,48,0,,0
506,5,1,.25,1,0,,1,50,0,,0
507,1,1,.25,1,0,,1,45,0,,0
507,4,1,.25,1,0,,1,40,0,,0
508,6,1,.60000002,1,0,,2,40,0,,0
509,4,1,.38,1,0,,1,38,0,,0
509,5,1,.25,1,0,,2,40,0,,0
509,6,1,1.5,1,0,,2,30,0,,0
510,3,1,.75,1,.25,1,2,21,0,,0
511,1,1,.5,1,0,,1,35,0,,0
511,7,1,.75,1,0,,1,40,0,,0
512,5,1,.5,1,0,,1,47,0,,0
512,8,1,.25,1,0,,1,45,0,,0
513,5,1,.5,1,0,,2,40,0,,0
513,6,1,.75,1,.25,2,2,40,0,,0
514,2,2,.5,1,0,,1,30,0,,0
514,4,1,.5,1,.25,1,1,30,0,,0
515,1,1,.5,1,0,,1,35,0,,0
515,3,2,.25,1,0,,1,38,0,,0
515,6,1,.60000002,1,0,,1,35,20,2-4-d,0
515,9,1,.5,1,0,,1,60,0,,0
516,2,1,.1,1,.2,2,1,30,0,,0
516,3,1,.25,1,1,2,1,28,0,,0
516,4,1,.15000001,1,.25,2,1,40,0,,0
516,5,1,.80000001,1,.15000001,2,1,35,0,,0
516,6,1,.80000001,1,.1,2,1,31,0,,0
516,7,1,.80000001,1,.15000001,2,1,38,0,,0
516,9,1,.12,1,.25,2,1,30,0,,0
517,1,1,.25,1,.5,3,1,31,0,,0
517,2,1,.050000001,1,.1,3,1,35,0,,0
517,3,1,.25,1,.25,3,1,35,0,,0
517,5,1,.25,1,.25,3,1,40,0,,0
517,6,1,.07,1,.13,3,1,40,0,,0
517,7,1,0,,.12,3,1,45,0,,0
517,10,1,.15000001,1,.25,3,1,30,0,,0
518,1,1,0,,.5,3,1,33,0,,0
518,3,1,0,,0,,2,40,0,,0
518,4,1,0,,1.5,3,1,30,0,,0
519,1,1,.25,1,.5,2,1,21,0,,0
519,5,1,.25,1,.5,2,1,26,0,,0
519,6,1,.25,1,.5,2,1,30,0,,0
519,9,1,.25,1,.5,2,1,42,0,,0
520,1,1,.15000001,1,.33000001,3,1,45,0,,0
520,5,1,.2,1,.34,3,1,40,0,,0
520,6,1,.15000001,1,.33000001,3,1,30,0,,0
641,2,1,.37,1,.25,1,1,40,0,,0
642,2,1,.5,1,.5,1,2,21,0,,0
642,5,1,.25,1,.25,1,2,30,0,,0
643,2,1,.34999999,1,.1,1,1,35,34,do not know,0
643,3,1,.40000001,1,.15000001,1,1,45,38,do not know,0
644,2,1,.25,1,.37,2,1,25,36,do not know,0
644,3,1,.5,1,.5,2,1,30,72,do not know,0
644,6,1,.25,1,.25,2,1,37,18,do not know,0
645,2,1,.25,1,.12,1,0,,30,none,0
645,4,2,.25,1,.12,1,0,,15,none,0
645,8,1,.25,1,0,,0,,30,none,0
646,5,1,.25,1,.34999999,2,1,21,22,do not know,0
646,6,1,1,1,.25,1,1,25,50,do not know,0
647,2,1,.75,1,.5,2,1,25,56,2-4-d,0
647,3,1,.5,1,.25,2,1,30,28,2-4-d,0
647,8,1,.25,1,.12,2,1,30,8,2-4-d,0
648,2,1,.12,1,.12,1,1,30,14,do not know,0
648,3,1,.25,1,.25,1,1,25,30,do not know,0
648,4,1,.25,1,.12,1,1,35,26,do not know,0
649,2,1,.37,1,.37,2,2,15,0,,0
649,5,1,.12,1,.12,1,1,20,0,,0
649,6,1,.12,1,.12,1,1,25,30,do not know,0
649,7,1,.17,1,.17,2,1,30,0,,0
650,3,1,.5,1,.5,2,1,40,0,,0
651,2,1,.5,2,.25,2,2,15,0,,0
651,2,2,.34999999,2,.25,2,2,20,0,,0
651,4,1,.34999999,2,.25,2,2,20,0,,0
652,2,1,.5,1,.12,1,1,40,0,,0
652,3,1,.12,1,.25,2,1,40,0,,0
653,3,1,.25,1,.12,1,2,25,22,do not know,0
653,4,1,.37,1,.18000001,1,2,30,0,,0
653,5,1,.37,1,.18000001,1,2,30,0,,0
654,2,1,.25,1,.25,2,1,21,27,do not know,0
654,4,1,.5,1,.5,2,1,30,0,,0
654,5,1,.12,1,.12,2,1,35,9,do not know,0
655,2,1,.5,1,.12,1,1,45,0,,0
655,4,1,.25,1,.25,1,1,45,0,,0
656,4,1,.25,1,.12,1,1,30,0,,0
657,2,1,.5,1,.17,1,2,30,0,,0
658,2,1,.16,1,.079999998,1,1,21,18,do not know,0
658,3,1,.16,1,.079999998,1,1,25,0,,0
658,4,1,.16,1,.079999998,1,1,30,18,other,0
659,3,1,.75,1,.029999999,1,1,50,33,do not know,0
659,5,1,.12,1,0,,1,55,0,,0
660,2,3,.25,1,.25,1,2,20,45,do not know,0
661,4,1,.25,1,.12,2,1,45,14,do not know,0
661,6,1,.12,1,0,,1,42,0,,0
661,8,1,.5,1,0,,1,18,42,do not know,0
661,9,1,.12,1,.12,2,1,25,0,,0
662,3,1,.25,1,.059999999,1,1,35,9,none,0
662,4,1,.25,1,.059999999,1,1,35,9,none,0
662,6,1,.75,1,.18000001,1,1,40,54,none,0
662,7,1,.75,1,.18000001,1,1,40,0,,0
663,2,1,.2,1,.059999999,1,1,21,13,do not know,0
663,4,1,.25,1,.12,1,1,21,0,,0
663,5,1,.2,1,.059999999,1,1,25,0,,0
663,6,1,.2,1,.059999999,1,1,25,0,,0
664,1,1,.5,2,.12,2,2,21,20,do not know,0
664,2,1,.62,2,.12,2,2,30,30,do not know,0
665,2,1,.25,1,0,,2,30,0,,0
666,3,1,.25,1,0,,1,21,15,2-4-d,0
666,5,1,.13,1,.1,1,1,21,30,2-4-d,0
666,6,1,.5,1,.13,1,1,21,0,,0
667,2,1,.5,1,.5,1,1,21,0,,0
667,3,1,.25,1,.13,1,1,21,22,2-4-d,0
667,4,1,.25,1,.13,1,1,21,0,,0
668,1,1,.40000001,1,0,,2,30,30,2-4-d,0
668,3,1,.5,1,.25,1,2,30,45,2-4-d,0
669,2,1,.5,1,.25,1,1,30,33,2-4-d,0
669,4,1,.25,1,.38,2,2,30,33,2-4-d,0
670,2,1,.25,1,.13,2,1,20,0,,0
670,3,1,.13,1,.13,2,1,20,20,2-4-d,0
670,4,1,.13,1,.13,2,1,20,15,2-4-d,0
671,2,1,.5,1,.13,1,1,30,10,2-4-d,0
672,3,1,.5,1,.25,2,1,30,40,2-4-d,0
673,3,2,.25,1,.25,2,1,40,0,,0
673,4,1,.13,1,.13,1,1,40,10,do not know,0
673,6,1,.25,1,.13,1,1,40,20,do not know,0
674,4,1,.25,1,.38,2,1,30,0,,0
674,6,1,.38,1,.38,2,1,45,0,,0
675,2,1,.5,1,.13,1,1,35,0,,0
676,3,1,.5,1,.25,1,1,30,35,do not know,0
676,7,1,.5,1,.25,1,1,30,35,do not know,0
677,6,1,.25,1,.13,1,2,30,0,,0
677,7,1,.75,1,.5,1,1,30,45,do not know,0
678,3,1,.13,1,0,,1,40,15,do not know,0
678,5,1,.25,1,.13,1,1,40,30,do not know,0
679,2,1,.5,1,0,,1,50,14,do not know,0
679,5,1,.5,1,.13,1,3,50,28,do not know,0
680,3,1,.25,1,.13,1,2,30,15,do not know,0
680,6,1,.5,1,.25,1,2,30,30,do not know,0
681,1,1,.5,1,.25,2,2,45,0,,0
681,2,1,.75,1,.5,2,1,45,40,do not know,0
682,2,1,.25,1,.13,1,2,21,0,,0
682,3,1,.25,1,.13,1,2,21,0,,0
683,1,1,.30000001,1,.02,1,2,21,0,,0
683,2,1,.30000001,1,.029999999,1,1,30,10,do not know,0
683,3,1,.2,1,.02,1,1,30,10,do not know,0
683,4,1,.30000001,1,.029999999,1,1,30,20,do not know,0
683,5,1,.2,1,.029999999,1,1,30,10,do not know,0
683,6,1,.5,1,.029999999,1,1,30,20,do not know,0
683,7,1,.30000001,1,.029999999,1,1,30,10,do not know,0
684,2,1,.25,1,.2,1,1,30,35,do not know,0
684,3,1,.2,1,.25,2,2,30,0,,0
684,4,1,.40000001,1,.5,2,2,30,0,,0
684,7,1,.40000001,1,.5,2,2,30,0,,0
685,2,1,.2,1,.2,2,1,40,0,,0
685,3,1,.2,1,.2,2,1,45,24,do not know,0
685,4,1,.1,1,.1,2,1,46,0,,0
686,3,1,.38,1,.25,2,2,30,0,,0
686,4,1,.5,1,.25,2,2,30,23,do not know,0
687,1,1,.25,1,.13,2,2,40,0,,0
687,2,1,.5,1,.25,1,1,40,0,,0
688,3,1,.75,1,.5,1,2,30,0,,0
689,2,1,.5,1,.13,1,2,30,9,do not know,0
689,7,1,.25,1,.25,2,2,30,0,,0
690,2,1,.13,1,.059999999,2,1,21,15,2-4-d,0
690,3,1,.25,1,.13,2,1,21,30,2-4-d,0
690,4,1,.13,1,.059999999,2,1,21,15,2-4-d,0
691,2,1,.25,1,.13,1,1,21,36,2-4-d,0
691,4,1,.13,1,.059999999,1,1,21,18,2-4-d,0
692,2,1,.5,1,.13,1,1,30,23,2-4-d,0
693,2,1,.25,1,.13,2,1,40,0,,0
693,5,1,.13,1,.079999998,2,1,30,0,,0
693,6,1,1,1,.5,2,1,35,0,,0
694,3,1,.5,2,0,,1,50,45,do not know,60
694,5,1,.5,2,.25,2,1,50,45,do not know,60
695,4,1,.5,1,.12,1,2,40,0,,0
696,2,1,.60000002,3,.5,3,2,45,0,,0
696,3,1,1.5,3,.5,3,2,45,0,,0
696,4,1,1,1,.5,1,2,45,0,,0
697,2,1,.13,1,.02,1,1,30,0,,0
698,4,1,.5,2,0,,1,45,75,do not know,0
699,3,1,.25,1,.25,2,1,35,0,,0
699,5,1,.25,1,.25,2,1,35,62,none,0
700,2,1,.25,1,.13,3,2,30,0,,0
700,3,1,.25,1,.13,1,2,30,0,,0
701,2,1,.25,1,.38,2,2,30,40,none,0
701,4,1,.38,1,.38,2,2,30,40,none,0
701,5,1,.38,1,.38,2,2,30,40,none,0
701,6,1,.38,1,.38,2,2,30,40,none,0
702,4,2,1,1,1,1,1,45,35,none,0
702,6,1,.5,1,0,,1,45,35,none,0
703,2,1,.25,1,.25,1,1,30,32,do not know,0
704,5,1,.5,1,.25,2,1,30,16.5,do not know,0
705,2,1,1,1,.5,2,1,30,0,,0
705,3,1,.25,1,.2,2,1,30,0,,0
705,4,1,.5,1,.40000001,2,1,30,0,,0
706,2,1,.25,1,.25,2,2,30,0,,0
706,7,1,1,1,1,2,2,30,0,,0
706,8,1,.13,1,.13,2,2,30,0,,0
706,9,1,1.25,1,1.25,2,2,30,20,do not know,0
707,2,1,.13,1,.13,2,2,30,0,,0
707,3,1,1.5,1,.5,2,2,30,0,,0
708,2,1,.25,1,.25,2,1,30,0,,0
708,4,1,.5,1,.25,2,1,30,0,,0
708,6,1,.75,1,.25,2,1,30,0,,0
709,2,3,.25,1,.25,2,1,30,0,,0
709,4,3,.5,1,.25,2,1,30,0,,0
710,2,1,.5,1,.13,2,1,30,0,,0
710,6,1,.25,1,.13,2,1,30,0,,0
710,7,1,.5,1,.25,2,1,30,0,,0
711,3,1,.5,1,.5,2,1,28,0,,0
711,4,1,.1,1,.1,2,1,28,0,,0
711,5,1,.1,1,.1,2,1,28,0,,0
711,6,1,.25,1,.25,2,1,28,0,,0
712,3,1,1,1,1,2,2,18,13,do not know,0
712,4,1,.25,1,.25,2,2,18,13,do not know,0
712,5,1,.25,1,.25,2,2,18,13,do not know,0
713,2,1,.25,1,.25,2,1,20,26,do not know,0
713,3,1,.25,1,.25,2,1,20,26,do not know,0
713,4,1,.25,1,.25,2,1,20,26,do not know,0
714,3,1,.5,1,.25,2,2,30,0,,0
714,4,1,.5,1,.5,2,2,30,30,do not know,0
714,5,1,.13,1,.13,2,2,30,0,,0
715,3,1,.5,1,.5,2,1,45,35,do not know,0
715,4,1,1,1,1,2,1,45,35,do not know,0
716,5,1,.5,1,.25,2,1,28,12.5,do not know,0
717,2,1,.5,1,.5,2,1,40,70,do not know,0
718,2,1,1,1,1.25,2,1,35,0,,0
719,2,1,.5,1,.25,2,2,30,17.5,do not know,0
719,5,1,.25,1,.13,2,2,30,17.5,do not know,0
720,2,1,.5,1,.13,2,2,30,17.5,do not know,0
720,3,1,.5,1,.25,2,2,30,17.5,do not know,0
721,6,1,.33000001,1,.17,2,1,30,36,do not know,0
721,7,1,.75,1,.25,2,1,30,36,do not know,0
722,3,1,.25,1,.13,2,2,30,0,,0
722,4,1,.25,1,.13,2,2,30,0,,0
722,6,1,.25,1,.13,2,2,30,0,,0
723,2,1,.5,1,0,,2,40,0,,0
723,6,1,.25,1,0,,2,40,0,,0
724,2,1,.25,1,.25,2,2,40,0,,0
724,5,1,.5,1,.13,2,2,40,0,,0
724,6,1,.5,1,.25,2,2,40,0,,0
725,3,1,1,1,.5,2,2,30,38,2-4-d,0
726,3,1,.5,1,.5,2,2,40,0,,0
726,4,1,.25,1,.25,2,2,40,0,,0
726,6,1,.13,1,.13,2,2,40,0,,0
727,4,1,.5,1,.25,2,2,30,0,,0
727,5,1,.5,1,.25,2,2,30,0,,0
728,3,1,.75,1,.75,1,1,30,0,,0
728,5,1,.5,1,.5,1,1,30,0,,0
728,6,1,.25,1,.13,1,1,30,0,,0
729,2,1,.5,1,0,,1,30,80,do not know,0
729,3,1,.75,1,0,,1,30,80,do not know,0
730,2,1,.5,1,.25,1,2,30,0,,0
730,3,1,.5,1,.25,1,2,30,0,,0
730,4,1,.25,1,.25,1,2,30,0,,0
731,2,1,.5,1,.25,1,1,30,50,do not know,0
731,3,1,.13,1,.63,1,1,30,25,do not know,0
732,3,1,.25,1,.25,1,2,20,0,,0
732,4,1,.25,1,.25,1,2,25,0,,0
733,1,2,.12,1,0,,2,30,12,2-4-d,0
734,4,1,.25,1,0,,1,20,40,2-4-d,0
734,5,1,.38,1,0,,1,25,0,,0
734,7,1,.38,1,0,,1,25,80,2-4-d,0
735,1,1,.5,1,.13,1,1,30,50,2-4-d,0
735,2,1,.25,1,.25,1,1,30,50,2-4-d,0
735,3,1,.38,1,.25,1,1,25,0,,0
736,2,1,.13,1,.13,1,2,30,12,2-4-d,0
736,3,1,.5,1,.13,1,2,30,24,2-4-d,0
736,5,1,.13,1,0,,2,40,24,2-4-d,0
736,6,1,.13,1,0,,2,40,24,2-4-d,0
737,2,1,.5,1,.25,1,1,30,24,2-4-d,0
738,2,2,.75,1,.5,2,1,40,0,,0
739,6,1,.75,1,.5,2,2,30,0,,0
739,7,1,.5,1,.25,2,2,35,48,2-4-d,0
740,1,1,.5,1,.25,1,1,25,50,2-4-d,0
740,4,1,.5,1,.25,1,2,25,0,,0
740,6,1,.5,1,.13,1,1,30,50,2-4-d,0
740,7,1,.5,1,.13,1,1,35,0,,0
741,3,1,.25,1,0,,1,25,16,2-4-d,0
741,4,1,.25,1,0,,1,25,0,,0
741,5,1,.25,1,.13,1,1,30,0,,0
742,3,1,1,1,1,2,1,30,100,2-4-d,0
743,2,1,.25,1,.13,1,2,30,30,2-4-d,0
743,3,1,.5,1,.25,1,2,30,30,2-4-d,0
744,2,1,.5,1,.25,1,1,20,0,,0
744,5,1,1,1,0,,1,25,80,2-4-d,0
744,7,1,.25,1,.25,1,1,30,0,,0
745,2,1,0,,0,,1,40,0,,0
745,3,1,1,1,.75,1,1,45,0,,0
746,2,1,1,1,.5,1,2,30,40,2-4-d,0
746,5,1,.5,1,.25,1,2,30,20,2-4-d,0
747,2,1,.25,1,.13,1,2,20,0,,0
747,3,1,.25,1,0,,2,25,0,,0
747,5,1,.38,1,0,,2,30,0,,0
747,6,1,.25,1,0,,2,25,0,,0
748,2,1,.5,1,.5,2,2,20,0,,0
748,4,1,.5,1,.25,2,2,25,0,,0
748,6,1,.5,1,.25,2,2,30,0,,0
749,3,1,.5,1,.5,1,2,30,50,2-4-d,0
750,3,1,.5,1,.25,2,1,30,0,,0
750,4,1,.25,1,.13,2,1,30,0,,0
750,6,1,.25,1,.25,2,1,30,0,,0
750,7,1,.5,1,.25,2,1,30,0,,0
751,2,2,.5,1,.13,1,1,20,13,2-4-d,0
751,3,1,.13,1,.059999999,1,1,20,7,2-4-d,0
751,5,1,.25,1,.13,1,1,25,10,2-4-d,0
751,7,1,.5,1,.13,1,1,30,13,2-4-d,0
752,2,1,1,1,.5,2,1,30,18,2-4-d,0
752,5,1,.38,1,.13,2,1,30,8,2-4-d,0
753,3,1,.5,1,.25,2,1,40,67,2-4-d,0
753,4,1,.38,1,.13,2,1,40,17,2-4-d,0
754,2,1,.5,1,.25,1,1,30,0,,0
755,2,1,.5,1,.5,1,1,40,0,,0
756,2,1,.25,1,.25,1,2,30,0,,0
756,4,1,.13,1,.13,1,2,30,0,,0
757,2,1,.5,1,.13,2,2,20,0,,0
757,4,1,.75,1,.25,2,2,25,0,,0
758,2,1,.38,1,.13,2,2,25,28,2-4-d,0
758,3,1,.25,1,.13,2,2,25,0,,0
759,2,1,1,1,.5,2,1,20,0,,0
760,3,1,1,1,.5,2,2,20,0,,0
581,1,1,0,,0,,1,30,20,do not know,0
582,1,3,.34999999,1,.15000001,1,1,30,30,2-4-d,0
582,2,1,.5,1,.25,1,1,30,45,2-4-d,0
582,3,1,.18000001,1,.07,1,1,30,15,2-4-d,0
583,1,1,1,1,.5,1,1,30,24,2-4-d,0
583,2,1,1.5,1,1,1,1,30,40,2-4-d,0
583,3,1,1,1,.5,1,1,30,24,2-4-d,0
584,2,1,.5,1,.25,1,1,60,33,2-4-d,0
584,3,1,.34999999,1,.2,1,1,60,22,2-4-d,0
584,4,1,.34999999,1,.2,1,1,60,22,2-4-d,0
584,4,2,.30000001,1,.2,1,1,60,22,2-4-d,0
585,1,2,.5,1,0,,0,,26,2-4-d,0
586,1,2,.5,1,.25,1,1,30,12,2-4-d,0
586,2,1,.5,1,.25,1,1,30,12,2-4-d,0
587,2,1,.55000001,1,.25,1,2,15,15,2-4-d,0
587,4,1,.5,1,.30000001,1,2,15,15,2-4-d,0
588,1,1,.75,1,.75,1,1,30,40,2-4-d,0
588,2,1,.5,1,.5,1,1,30,30,2-4-d,0
589,2,1,1,1,.5,1,1,20,40,2-4-d,0
589,5,1,.75,1,.25,1,1,20,30,2-4-d,0
589,6,1,.5,1,.1,1,1,20,15,2-4-d,0
589,8,1,.5,1,.25,1,1,20,20,2-4-d,0
589,9,1,.5,1,.25,1,1,20,10,2-4-d,0
589,10,1,.25,1,.1,1,1,20,10,2-4-d,0
590,2,1,.5,1,.25,1,1,30,10,2-4-d,0
590,4,1,.5,1,.2,1,1,30,10,2-4-d,0
591,1,2,.30000001,1,.2,1,1,45,8,2-4-d,0
591,2,1,.75,1,.25,1,1,45,16,2-4-d,0
591,3,1,1,1,.5,1,1,45,24,2-4-d,0
591,4,1,1.2,1,.80000001,1,1,45,32,2-4-d,0
591,5,1,1.5,1,.5,1,1,45,32,2-4-d,0
591,6,1,.75,1,.25,1,1,45,12,2-4-d,0
592,2,1,.5,1,.5,1,1,40,18,2-4-d,0
592,3,1,1,1,.5,1,1,40,36,2-4-d,0
592,4,1,.5,1,.5,1,1,40,18,2-4-d,0
